age,job_type,risk_preference,current_asset,monthly_income,monthly_expense,monthly_cashflow,goal_amount,goal_months,expected_return,future_asset,shortage_amount,achievable
28,employee,low,15445916,2217162,1292539,924623,1278000,16,0.0111,30573154,0,1
22,student,medium,4397239,0,621936,-621936,985000,46,0.0422,0,985000,0
24,student,low,3195302,1492861,1024167,468694,10000,6,0.0297,6072669,0,1
40,freelancer,low,5388864,4516930,2677726,1839204,10000,78,0.0231,160888687,0,1
42,self_employed,low,0,0,0,0,90000,51,0.0291,0,90000,0
41,freelancer,high,0,0,0,0,298000,1,0.0875,0,298000,0
32,employee,medium,32445761,1613713,969699,644014,290000,62,0.0591,90562107,0,1
32,self_employed,low,26294560,4383059,3297341,1085718,2073000,50,0.0118,83233572,0,1
23,student,low,5609430,580249,313797,266452,424000,65,0.0132,23968302,0,1
45,self_employed,high,6351160,0,2464449,-2464449,1206000,21,0.0916,0,1206000,0
25,student,medium,6196788,0,2052220,-2052220,10000,79,0.0431,0,10000,0
37,employee,medium,18641542,3312061,1668182,1643879,476000,51,0.041,113598962,0,1
35,professional,medium,2090487,4613506,2521819,2091687,10000,72,0.0319,168268163,0,1
21,student,low,0,1948196,1839800,108396,10000,39,0.0288,4426047,0,1
35,employee,medium,6431269,4058823,2699807,1359016,779000,38,0.0316,61347020,0,1
25,student,low,2774568,980195,537433,442762,10000,74,0.0293,39186465,0,1
42,employee,high,24915352,4843887,2617551,2226336,1795000,68,0.0765,227150282,0,1
27,self_employed,low,0,932434,742888,189546,638000,52,0.0112,10094665,0,1
24,freelancer,medium,4069138,0,511044,-511044,935000,42,0.0453,0,935000,0
25,student,low,0,1163218,670305,492913,287000,44,0.0168,22353967,0,1
33,self_employed,high,5133974,0,457828,-457828,924000,73,0.0765,0,924000,0
42,self_employed,medium,18257740,0,3553314,-3553314,374000,71,0.0442,0,374000,0
35,employee,low,12693833,1811321,1055975,755346,1074000,26,0.0181,33214923,0,1
22,student,low,0,1188970,868820,320150,1717000,67,0.0227,22845652,0,1
42,employee,low,8257429,3108006,2029806,1078200,2595000,16,0.0157,25853506,0,1
28,employee,low,25698881,4471895,3339077,1132818,1074000,16,0.018,44653071,0,1
34,self_employed,medium,15364378,959381,436267,523114,204000,67,0.0331,56916779,0,1
24,employee,medium,0,1418102,675922,742180,694000,42,0.0475,33839812,0,1
25,student,low,6419598,0,1076243,-1076243,457000,22,0.0212,0,457000,0
24,employee,medium,17594632,2307229,1726928,580301,1044000,56,0.039,56679284,0,1
25,employee,low,8225953,4162918,2356927,1805991,615000,59,0.0225,121746492,0,1
21,student,low,890535,341136,162765,178371,840000,49,0.03,10292168,0,1
44,employee,medium,28297587,3435770,2210085,1225685,1354000,43,0.0397,89153181,0,1
47,self_employed,medium,69097876,991361,700657,290704,815000,71,0.0391,110231017,0,1
30,professional,medium,55698903,4344496,2206778,2137718,1167000,28,0.0421,124216749,0,1
40,employee,low,45163961,2176062,1102956,1073106,10000,61,0.0113,115176334,0,1
35,freelancer,medium,0,2664431,2761088,-96657,1143000,66,0.0338,0,1143000,0
39,employee,medium,29663038,0,10844425,-10844425,926000,61,0.0575,0,926000,0
35,self_employed,low,4686790,10575,5994,4581,10000,59,0.0222,5512091,0,1
23,student,low,2748770,721462,403127,318335,321000,51,0.0268,20255505,0,1
37,freelancer,medium,8924200,1022583,853847,168736,665000,42,0.0363,17675902,0,1
22,student,medium,632344,0,177955,-177955,324000,51,0.0547,0,324000,0
25,employee,low,11229614,3788235,1801100,1987135,1062000,31,0.0152,74465112,0,1
48,self_employed,medium,11350467,0,1081897,-1081897,1045000,40,0.0358,0,1045000,0
37,freelancer,medium,1311437,4179072,2935336,1243736,663000,15,0.0552,20673805,0,1
49,self_employed,medium,17788994,0,10673396,-10673396,10000,10,0.0358,0,10000,0
44,self_employed,medium,833481,4669549,2019818,2649731,1861000,56,0.0561,170253708,0,1
45,employee,high,17211158,2311389,1266305,1045084,16000,11,0.0783,30366008,0,1
39,self_employed,low,49835690,0,9485042,-9485042,232000,18,0.0192,0,232000,0
41,self_employed,high,53973073,6363385,5249637,1113748,697000,63,0.0897,175485321,0,1
24,employee,medium,6256918,1997633,1266611,731022,10000,60,0.0316,54775158,0,1
24,student,medium,0,0,0,0,293000,69,0.0578,0,293000,0
24,student,low,9254440,0,3405496,-3405496,1618000,50,0.0239,0,1618000,0
25,employee,medium,3563928,2646200,1759845,886355,906000,74,0.0507,81681286,0,1
22,employee,high,20235189,1903956,1032313,871643,2035000,9,0.0614,29193596,0,1
24,student,low,0,1448329,1299427,148902,10000,60,0.0133,9232588,0,1
31,employee,medium,38065674,2665701,1600240,1065461,10000,74,0.0466,141847041,0,1
24,student,low,0,909345,581897,327448,10000,21,0.0103,6935753,0,1
24,self_employed,medium,37283041,4943423,3807843,1135580,1237000,84,0.0351,155600831,0,1
26,student,low,0,0,0,0,164000,79,0.0179,0,164000,0
24,student,low,0,1234185,1067365,166820,388000,24,0.0168,4068806,0,1
32,employee,low,0,3293346,2514362,778984,10000,49,0.0111,39030006,0,1
29,self_employed,medium,11974538,0,2195230,-2195230,591000,28,0.043,0,591000,0
23,student,medium,0,0,0,0,575000,57,0.0453,0,575000,0
23,student,medium,1009127,2067744,1614605,453139,867000,66,0.0536,36047414,0,1
22,employee,medium,34941494,4096785,2902207,1194578,1830000,46,0.0417,100461151,0,1
22,student,medium,8506479,0,2502687,-2502687,1047000,35,0.031,0,1047000,0
25,employee,low,12937304,3032616,1536867,1495749,2091000,58,0.0255,106854428,0,1
37,professional,low,0,1799070,1042181,756889,10000,42,0.0267,33283295,0,1
23,student,low,2790974,0,228131,-228131,10000,28,0.0194,0,10000,0
19,student,high,2485586,0,160975,-160975,10000,38,0.0821,0,10000,0
27,student,medium,11135412,1227375,804419,422956,10000,56,0.0479,40401127,0,1
38,professional,high,0,7163159,5378827,1784332,1640000,47,0.0972,101567305,0,1
28,self_employed,high,11490410,4510463,2995653,1514810,887000,41,0.0678,84145942,0,1
25,freelancer,low,20706558,0,5914003,-5914003,10000,32,0.0228,0,10000,0
21,student,high,1244622,1020224,572761,447463,637000,82,0.0708,49031858,0,1
30,freelancer,high,12700732,1260711,1175577,85134,482000,1,0.0746,12864822,0,1
21,student,medium,0,0,0,0,182000,53,0.0513,0,182000,0
24,student,medium,645908,0,136832,-136832,10000,33,0.0331,0,10000,0
27,employee,high,15464104,4357061,3505146,851915,662000,69,0.0815,99336819,0,1
55,self_employed,medium,17153466,0,4128809,-4128809,1356000,68,0.053,0,1356000,0
19,student,medium,3576392,0,1381609,-1381609,10000,28,0.0406,0,10000,0
28,employee,medium,32442964,0,4120339,-4120339,154000,29,0.0379,0,154000,0
20,student,medium,0,1237721,1030587,207134,416000,10,0.0437,2105616,0,1
31,freelancer,high,20771239,0,3376118,-3376118,488000,40,0.0881,0,488000,0
24,freelancer,medium,30631477,1448989,1106668,342321,10000,22,0.0499,41428746,0,1
36,employee,low,22084929,3362758,2042176,1320582,1854000,65,0.0113,111954577,0,1
49,self_employed,low,31370821,0,0,0,1697000,4,0.0126,31502786,0,1
41,employee,medium,3686376,3579433,2769172,810261,506000,22,0.0538,22758127,0,1
43,self_employed,medium,10726287,6460672,4170001,2290671,1499000,94,0.0593,290272268,0,1
23,student,medium,2885661,0,696341,-696341,3101000,29,0.0489,0,3101000,0
33,self_employed,medium,51118102,0,0,0,603000,1,0.0311,51250583,0,1
47,employee,medium,28723193,3946386,2788348,1158038,3415000,38,0.0458,80456870,0,1
37,freelancer,medium,12347927,1970682,1249366,721316,742000,55,0.0539,60688264,0,1
39,freelancer,low,20085928,3955392,2588433,1366959,710000,21,0.0105,49416969,0,1
27,self_employed,low,1146898,3717384,2388330,1329054,961000,29,0.0136,40345589,0,1
35,employee,low,6343614,3134328,2174995,959333,10000,44,0.0144,50005555,0,1
48,professional,high,35399309,1429079,735736,693343,1896000,56,0.0967,104311859,0,1
38,professional,high,39912513,3558491,1619621,1938870,122000,38,0.0752,133504300,0,1
33,self_employed,high,36679035,0,16039416,-16039416,10000,71,0.0661,0,10000,0
20,student,low,0,1264973,1312700,-47727,10000,64,0.0259,0,10000,0
44,self_employed,low,39868106,0,16073395,-16073395,10000,19,0.0203,0,10000,0
26,employee,high,22612746,4185983,2390406,1795577,1186000,39,0.0681,106331735,0,1
24,student,low,5757627,0,1475568,-1475568,10000,64,0.0105,0,10000,0
24,freelancer,low,0,0,0,0,2234000,45,0.0138,0,2234000,0
23,student,medium,2457221,0,24995,-24995,2229000,74,0.0461,1128779,1100221,0
27,freelancer,medium,2946461,0,375584,-375584,1062000,34,0.0561,0,1062000,0
40,self_employed,medium,0,618211,449644,168567,1638000,48,0.0494,8925757,0,1
22,student,high,1268880,1371632,962322,409310,10000,51,0.0813,26626176,0,1
35,self_employed,low,6046728,3488959,2109315,1379644,482000,56,0.0137,86182024,0,1
31,self_employed,low,32958698,0,5102379,-5102379,10000,46,0.0226,0,10000,0
20,student,low,3635985,0,1002986,-1002986,290000,31,0.0224,0,290000,0
26,employee,low,20275954,3013925,1965213,1048712,1299000,54,0.0111,79355090,0,1
25,student,medium,8251174,0,2383555,-2383555,1614000,27,0.0548,0,1614000,0
39,freelancer,low,15553879,0,6427281,-6427281,10000,23,0.0293,0,10000,0
21,student,medium,6872214,0,1981934,-1981934,10000,68,0.0451,0,10000,0
22,student,medium,3628952,0,1744788,-1744788,47000,57,0.0568,0,47000,0
33,freelancer,medium,0,0,0,0,1592000,21,0.0392,0,1592000,0
32,employee,medium,19333022,2259768,1237100,1022668,10000,38,0.0395,63228620,0,1
24,student,low,4939032,0,333653,-333653,1773000,33,0.0103,0,1773000,0
45,self_employed,medium,21006468,0,3350237,-3350237,10000,2,0.0501,14467777,0,1
43,self_employed,medium,0,0,0,0,10000,71,0.0579,0,10000,0
39,professional,medium,33899036,6868385,4295930,2572455,10000,70,0.0302,237057635,0,1
24,employee,low,10579552,3011288,1516173,1495115,1035000,53,0.0274,96072208,0,1
39,freelancer,high,2776230,0,298382,-298382,1492000,70,0.0637,0,1492000,0
21,student,low,443764,0,138861,-138861,670000,63,0.0207,0,670000,0
20,student,low,4643027,0,170782,-170782,1767000,76,0.0276,0,1767000,0
49,professional,high,3679581,2996620,2079901,916719,1359000,44,0.0639,49965635,0,1
43,professional,high,16780933,4869249,2481948,2387301,2764000,39,0.0693,125093943,0,1
32,employee,medium,27850871,2753553,1523411,1230142,2625000,33,0.0396,73862589,0,1
38,professional,medium,35662469,4645750,3085848,1559902,10000,33,0.0373,93629516,0,1
39,self_employed,low,7374543,0,669160,-669160,845000,23,0.0192,0,845000,0
50,freelancer,high,18791236,0,980352,-980352,1221000,30,0.0942,0,1221000,0
47,employee,low,6418945,0,354031,-354031,1706000,63,0.0213,0,1706000,0
23,student,low,0,1393245,698793,694452,10000,52,0.0139,37199035,0,1
35,self_employed,low,16152346,108438,80051,28387,433000,52,0.0127,18582355,0,1
34,self_employed,medium,0,3404619,2553813,850806,1610000,76,0.0418,73881912,0,1
27,employee,high,18599690,2579353,1151537,1427816,10000,13,0.0665,39176612,0,1
28,employee,low,13150484,3978701,2919756,1058945,969000,15,0.0158,29444026,0,1
28,employee,high,16635358,2756986,1406431,1350555,793000,72,0.0976,161290585,0,1
23,student,low,735811,0,53482,-53482,829000,58,0.0153,0,829000,0
21,student,medium,5661073,0,522099,-522099,187000,37,0.0471,0,187000,0
26,student,medium,6186301,0,3307604,-3307604,2399000,81,0.0592,0,2399000,0
23,student,low,656180,0,102610,-102610,1681000,1,0.0281,555107,1125893,0
24,student,medium,299135,0,82401,-82401,572000,36,0.0557,0,572000,0
36,employee,low,16204147,3246752,2220007,1026745,487000,47,0.0108,66173520,0,1
20,student,medium,0,0,0,0,10000,20,0.0486,0,10000,0
22,employee,low,39983965,3675734,2105202,1570532,10000,5,0.0254,48294897,0,1
19,student,medium,0,0,0,0,232000,28,0.0524,0,232000,0
39,employee,medium,0,4524973,2294730,2230243,1828000,39,0.0598,95744663,0,1
22,employee,medium,9188466,2735803,1440976,1294827,1613000,45,0.0536,75606374,0,1
21,student,medium,1241782,0,717877,-717877,10000,44,0.0357,0,10000,0
25,self_employed,high,20206734,2246432,931557,1314875,3016000,67,0.0751,139718184,0,1
23,student,low,6398419,104750,54468,50282,559000,33,0.0294,8662561,0,1
23,student,low,7374312,0,2060457,-2060457,1578000,1,0.0227,5327805,0,1
22,student,low,4212217,1200114,689353,510761,438000,24,0.0249,16982345,0,1
30,self_employed,medium,0,2854418,2073382,781036,442000,57,0.0394,48869511,0,1
34,employee,medium,18793880,2087624,1296652,790972,690000,45,0.0533,62245857,0,1
31,self_employed,high,16265812,0,1066480,-1066480,10000,81,0.09,0,10000,0
32,employee,medium,25737934,5336389,3254954,2081435,849000,43,0.0541,129752052,0,1
22,student,low,2174038,0,707958,-707958,858000,21,0.0276,0,858000,0
34,professional,low,45208832,5888973,4106417,1782556,598000,59,0.0106,155537058,0,1
21,student,low,0,1192637,800280,392357,10000,39,0.0241,15900547,0,1
34,employee,low,14355479,4484819,3537582,947237,1119000,64,0.0257,81361997,0,1
30,employee,medium,6023912,3952135,2258907,1693228,951000,38,0.0366,74872656,0,1
38,employee,medium,22139658,4355633,3244606,1111027,2544000,11,0.0455,35536421,0,1
22,freelancer,medium,4473038,3653310,2224544,1428766,1875000,1,0.0488,5919994,0,1
24,student,high,2365463,0,1206456,-1206456,978000,80,0.0895,0,978000,0
45,professional,medium,36447219,1051697,590549,461148,10000,34,0.0346,56644021,0,1
33,professional,medium,34857442,5083276,2547679,2535597,334000,42,0.0431,155247293,0,1
27,employee,medium,21208211,2934022,2217077,716945,1504000,4,0.0329,24321348,0,1
32,employee,medium,29631910,5686273,4502706,1183567,457000,45,0.0304,89544853,0,1
22,student,medium,0,0,0,0,10000,81,0.0599,0,10000,0
23,student,high,0,227834,161149,66685,162000,68,0.0898,5883635,0,1
29,employee,medium,37017644,4480597,3443834,1036763,10000,33,0.0543,79774942,0,1
35,employee,medium,38353188,5129495,3676471,1453024,10000,40,0.039,105629170,0,1
24,student,low,0,0,0,0,10000,35,0.0228,0,10000,0
28,employee,low,7200588,3270354,1555498,1714856,10000,89,0.0195,172387463,0,1
21,student,low,4048729,84717,66197,18520,1169000,62,0.0138,5537222,0,1
29,employee,medium,38067172,4117063,3101942,1015121,408000,27,0.0409,70387913,0,1
35,employee,low,26160409,1753983,1039074,714909,288000,48,0.0287,65655764,0,1
22,student,low,6356127,0,3303310,-3303310,859000,46,0.0231,0,859000,0
41,employee,low,24126932,3582979,2298640,1284339,2193000,58,0.0129,102498655,0,1
24,professional,medium,36092599,5369990,3365069,2004921,10000,44,0.0567,142212356,0,1
37,freelancer,medium,0,1472282,872775,599507,10000,62,0.0341,40581963,0,1
42,professional,medium,12349830,3479705,1601655,1878050,321000,33,0.047,80071613,0,1
38,professional,low,32066736,5562229,2939799,2622430,33000,55,0.0224,187279138,0,1
22,student,low,3994176,943995,583071,360924,10000,35,0.0165,17123094,0,1
31,employee,low,0,2472424,1845742,626682,891000,62,0.0212,41023824,0,1
42,self_employed,low,47553465,0,8852007,-8852007,108000,48,0.0235,0,108000,0
25,student,medium,6684933,0,1342475,-1342475,540000,49,0.0573,0,540000,0
29,freelancer,high,11138233,53624,23593,30031,1740000,29,0.0716,14183213,0,1
23,student,low,900906,162235,96101,66134,10000,62,0.0125,5194312,0,1
24,student,medium,4414395,0,1809695,-1809695,209000,48,0.0504,0,209000,0
25,student,medium,597692,0,28659,-28659,510000,89,0.0588,0,510000,0
22,employee,low,9196694,4403821,3070280,1333541,10000,10,0.0189,22772896,0,1
24,student,low,1331727,0,208416,-208416,10000,59,0.0237,0,10000,0
42,self_employed,low,21145819,0,10557869,-10557869,1735000,49,0.0292,0,1735000,0
34,employee,low,19379360,2970161,1733699,1236462,1069000,42,0.0129,73366319,0,1
24,student,medium,0,2037309,1408861,628448,10000,56,0.0584,40343703,0,1
45,employee,medium,17394434,2023024,1709905,313119,10000,59,0.053,43611280,0,1
38,self_employed,high,36832946,0,13590284,-13590284,3150000,41,0.0773,0,3150000,0
33,freelancer,low,45387525,1944683,1416572,528111,1622000,58,0.0113,79401274,0,1
45,self_employed,high,38398705,0,20000000,-20000000,1803000,42,0.0985,0,1803000,0
41,self_employed,low,0,5569054,1732204,3836850,631000,81,0.02,332443502,0,1
48,freelancer,medium,17522505,2634640,1398539,1236101,10000,31,0.0373,59452717,0,1
37,professional,high,22997765,6698647,3631995,3066652,804000,82,0.0825,376602041,0,1
24,student,low,2390705,1000306,357635,642671,10000,21,0.0275,16318345,0,1
23,student,medium,4112305,2078064,817194,1260870,10000,81,0.0359,120611804,0,1
23,student,medium,9344041,334990,261102,73888,816000,50,0.0543,15845681,0,1
22,employee,low,16134473,3353246,1760057,1593189,120000,67,0.0193,130580367,0,1
21,student,low,2968097,437120,419594,17526,368000,32,0.0221,3725244,0,1
33,freelancer,medium,4147125,0,1312495,-1312495,1998000,31,0.0337,0,1998000,0
33,freelancer,medium,43011398,0,2777427,-2777427,1275000,74,0.0304,0,1275000,0
22,student,medium,5210361,0,1546450,-1546450,133000,42,0.0358,0,133000,0
47,professional,low,2027337,5703772,2979113,2724659,10000,70,0.0204,204639110,0,1
46,self_employed,medium,13336518,7001902,3376072,3625830,1805000,3,0.0564,24454142,0,1
35,freelancer,medium,14517589,1919488,1177841,741647,10000,53,0.0514,62229956,0,1
22,freelancer,medium,12989845,1483552,711542,772010,10000,63,0.0339,68667684,0,1
24,employee,low,22741894,2364618,1364389,1000229,1168000,41,0.0126,65624235,0,1
38,self_employed,low,10906660,6697449,4743745,1953704,106000,75,0.0152,165604532,0,1
22,student,medium,3435289,254596,245837,8759,1370000,49,0.0578,4830050,0,1
30,employee,medium,7506363,3706581,2366978,1339603,800000,45,0.0321,72434880,0,1
34,employee,high,26034566,3087650,1825212,1262438,576000,37,0.0785,85792414,0,1
43,professional,medium,11460546,4385676,2099857,2285819,2810000,74,0.0394,205723495,0,1
21,student,low,3030154,0,1107103,-1107103,961000,28,0.0216,0,961000,0
28,employee,medium,9825017,5120772,2959003,2161769,10000,95,0.0494,265208114,0,1
21,student,low,2711483,1742386,933664,808722,10000,64,0.0226,58010261,0,1
43,employee,medium,23310626,1972687,995523,977164,1197000,30,0.0578,58382628,0,1
19,student,medium,0,19194,15077,4117,980000,29,0.0599,128124,851876,0
25,student,high,5626599,0,839130,-839130,2128000,15,0.0857,0,2128000,0
28,freelancer,medium,0,0,0,0,10000,24,0.0592,0,10000,0
44,employee,medium,20906808,4813215,3558729,1254486,10000,49,0.0345,89973496,0,1
22,freelancer,medium,10377112,0,5978352,-5978352,1476000,55,0.042,0,1476000,0
32,professional,high,18671595,7775306,3565726,4209580,1496000,43,0.0788,233109244,0,1
33,employee,low,42977237,4091015,2261397,1829618,10000,64,0.0297,177053498,0,1
48,self_employed,high,0,2960291,1840170,1120121,72000,55,0.0612,70907659,0,1
33,employee,low,2859330,2088405,1345710,742695,10000,75,0.0249,63543161,0,1
37,professional,high,5536048,2858837,1600660,1258177,10000,82,0.063,137029658,0,1
45,professional,medium,60813484,4247074,1804448,2442626,462000,62,0.0459,247596058,0,1
23,student,low,5203971,403222,288017,115205,3519000,49,0.0131,11285266,0,1
36,freelancer,medium,15880487,0,5115089,-5115089,2069000,62,0.0538,0,2069000,0
22,student,medium,0,0,0,0,496000,91,0.0551,0,496000,0
19,student,low,5367982,0,3220789,-3220789,10000,55,0.0217,0,10000,0
29,freelancer,medium,22176328,3767956,2137439,1630517,452000,44,0.04,102805886,0,1
35,employee,low,10647955,3550486,3148643,401843,1335000,65,0.0232,39875656,0,1
25,student,medium,7502644,994466,884650,109816,40000,24,0.0385,10837325,0,1
48,employee,medium,19504484,2903130,2073780,829350,778000,69,0.0328,86429826,0,1
27,self_employed,low,270133,0,70763,-70763,2237000,1,0.0285,200012,2036988,0
45,self_employed,low,0,1340256,893205,447051,803000,45,0.0245,21047916,0,1
39,professional,medium,29381491,3998430,2633053,1365377,48000,32,0.0301,77268049,0,1
46,freelancer,medium,14723049,1696505,969853,726652,977000,32,0.0597,42395495,0,1
35,freelancer,medium,27257430,0,1337000,-1337000,871000,74,0.0397,0,871000,0
33,freelancer,low,18836941,3020873,1334114,1686759,1885000,44,0.029,99154990,0,1
30,employee,medium,3475787,3069488,1382866,1686622,1498000,47,0.0593,93368835,0,1
32,freelancer,high,0,0,0,0,462000,39,0.0754,0,462000,0
19,student,low,1799021,0,689460,-689460,2262000,32,0.0249,0,2262000,0
44,employee,medium,5354440,3365677,1711165,1654512,879000,33,0.0547,64996617,0,1
39,freelancer,medium,644864,0,198453,-198453,1698000,50,0.0355,0,1698000,0
22,student,high,5609950,0,3365970,-3365970,76000,47,0.0931,0,76000,0
33,freelancer,medium,18389519,0,6665290,-6665290,10000,80,0.0451,0,10000,0
38,self_employed,low,32441015,4034079,2917526,1116553,10000,24,0.0206,61137321,0,1
27,student,low,2816991,36899,28575,8324,995000,41,0.0258,3432669,0,1
44,employee,high,19265651,4498937,1985685,2513252,2733000,56,0.0711,193144367,0,1
30,employee,medium,20843542,2468603,1734236,734367,680000,61,0.0386,74760183,0,1
44,self_employed,high,0,0,0,0,10000,26,0.0755,0,10000,0
40,professional,low,14520807,5965903,3099143,2866760,809000,70,0.0269,233996718,0,1
22,student,medium,4545226,924695,656029,268666,2221000,26,0.0584,12584010,0,1
43,self_employed,high,24696869,0,9427591,-9427591,1338000,86,0.0633,0,1338000,0
31,employee,low,14256377,3216951,2051308,1165643,10000,83,0.0142,117322612,0,1
36,professional,low,4699271,5333889,3104067,2229822,10000,1,0.0286,6940293,0,1
33,freelancer,high,33170183,694039,516371,177668,1698000,52,0.0879,59675977,0,1
23,student,low,0,275007,135994,139013,2111000,44,0.0237,6383626,0,1
40,employee,medium,20598733,0,8993500,-8993500,1307000,55,0.034,0,1307000,0
27,employee,low,10232539,3145356,2048094,1097262,10000,44,0.0289,62240743,0,1
32,professional,medium,36741794,5677519,4122718,1554801,2031000,107,0.0415,254065339,0,1
25,student,low,0,0,0,0,1323000,39,0.013,0,1323000,0
26,student,medium,2027293,1318489,1087912,230577,436000,42,0.0352,12582701,0,1
34,freelancer,low,6862089,0,1148782,-1148782,10000,23,0.0118,0,10000,0
41,self_employed,medium,23872599,4154147,2548488,1605659,386000,44,0.0433,104389535,0,1
42,professional,medium,19096109,5042127,3023690,2018437,10000,90,0.0432,240478456,0,1
30,employee,medium,32941080,3561630,2267504,1294126,2285000,39,0.0328,89823880,0,1
22,employee,low,8703787,1980122,1409451,570671,10000,31,0.0229,27440371,0,1
36,professional,high,32794883,2702158,2382911,319247,10000,25,0.0777,47170488,0,1
22,student,low,0,0,0,0,10000,20,0.0264,0,10000,0
42,employee,medium,46470508,3727538,1992048,1735490,10000,43,0.0571,139585683,0,1
33,professional,high,46871431,5138688,3110972,2027716,984000,25,0.098,113426596,0,1
26,student,low,2427452,0,243719,-243719,149000,65,0.0296,0,149000,0
34,employee,low,26196794,3108263,2209834,898429,1250000,50,0.0207,75427869,0,1
39,freelancer,medium,12556397,1180192,1057503,122689,10000,9,0.0324,13981035,0,1
24,freelancer,high,32589037,0,19553422,-19553422,10000,32,0.078,0,10000,0
42,self_employed,medium,0,3167341,2342419,824922,10000,82,0.0559,82147833,0,1
43,self_employed,low,23134930,5977504,5578714,398790,922000,52,0.0243,47546131,0,1
22,student,high,0,254501,178732,75769,828000,47,0.0707,4089264,0,1
28,student,low,6867298,1054132,598459,455673,10000,28,0.0207,20267285,0,1
38,employee,low,20604476,3005543,2042259,963284,696000,18,0.0123,38478967,0,1
36,employee,medium,28078677,2359287,1262719,1096568,1656000,99,0.0569,182983311,0,1
25,student,medium,0,0,0,0,10000,60,0.0367,0,10000,0
31,freelancer,medium,15487044,0,3615945,-3615945,963000,80,0.035,0,963000,0
24,self_employed,medium,7522258,5823409,4150128,1673281,10000,76,0.0401,154196003,0,1
30,self_employed,medium,19430163,0,6789949,-6789949,585000,66,0.0336,0,585000,0
40,employee,high,26724704,0,2326925,-2326925,10000,57,0.0637,0,10000,0
22,student,low,0,370462,190384,180078,10000,53,0.0218,10009179,0,1
24,student,medium,0,1620997,1328599,292398,10000,39,0.0309,11979576,0,1
33,employee,low,15569490,3883981,2578857,1305124,953000,74,0.0141,117823487,0,1
29,professional,medium,27978650,4055233,2948706,1106527,484000,42,0.0517,84340127,0,1
34,professional,high,36197139,2909639,2015867,893772,1280000,10,0.0849,48068889,0,1
22,student,low,6720323,0,2014144,-2014144,1528000,46,0.0265,0,1528000,0
25,student,medium,0,0,0,0,10000,38,0.0407,0,10000,0
27,freelancer,medium,35323399,0,10061909,-10061909,667000,50,0.0579,0,667000,0
23,student,low,617920,0,83264,-83264,837000,61,0.0177,0,837000,0
33,self_employed,low,33142416,0,12707606,-12707606,1205000,20,0.0143,0,1205000,0
21,student,low,7339336,0,2670536,-2670536,1584000,50,0.0127,0,1584000,0
29,employee,low,36910992,3191814,1454538,1737276,10000,39,0.0173,108687267,0,1
26,employee,medium,21456218,0,8274483,-8274483,408000,31,0.0432,0,408000,0
47,professional,low,18992938,4987789,2396792,2590997,838000,78,0.0218,238787552,0,1
48,professional,low,0,6218482,4964931,1253551,1507000,80,0.0223,108014113,0,1
36,professional,medium,17534345,4021321,2606206,1415115,1315000,88,0.0423,169606861,0,1
41,self_employed,low,10475581,0,2516869,-2516869,283000,21,0.0204,0,283000,0
47,employee,medium,23623241,2404002,1199804,1204198,10000,6,0.0367,31340712,0,1
23,student,low,0,0,0,0,80000,36,0.0113,0,80000,0
22,student,low,3092503,0,204857,-204857,1810000,31,0.02,0,1810000,0
20,student,medium,0,29495,20089,9406,3011000,66,0.0362,685770,2325230,0
36,employee,low,13034345,2896281,1714034,1182247,905000,25,0.0147,43434204,0,1
32,freelancer,medium,12466139,2527926,1801221,726705,430000,52,0.0424,56378552,0,1
27,employee,medium,23792949,2982799,2190718,792081,88000,43,0.043,64501528,0,1
30,employee,low,26981866,3974546,2162820,1811726,10000,89,0.0133,199143275,0,1
21,student,medium,0,0,0,0,10000,51,0.0569,0,10000,0
44,self_employed,medium,0,0,0,0,1830000,70,0.0389,0,1830000,0
40,employee,medium,21735474,792565,544380,248185,10000,79,0.0323,48692415,0,1
38,employee,low,12304092,0,2870172,-2870172,2227000,29,0.0213,0,2227000,0
28,employee,medium,33176423,3078359,2167678,910681,1171000,44,0.0395,81378705,0,1
22,student,low,0,653699,518964,134735,10000,76,0.027,11153834,0,1
35,professional,medium,29808919,3177210,2219780,957430,10000,12,0.0465,42962174,0,1
22,student,medium,4596949,0,685115,-685115,673000,53,0.0464,0,673000,0
43,employee,medium,28669620,3670399,1996998,1673401,444000,31,0.0458,87221131,0,1
24,student,medium,0,4679,2967,1712,1842000,66,0.0531,130889,1711111,0
20,student,medium,0,0,0,0,761000,43,0.0533,0,761000,0
35,employee,medium,15754855,0,398431,-398431,10000,84,0.0388,0,10000,0
48,professional,medium,21072676,5235574,3841101,1394473,10000,43,0.0317,87016151,0,1
39,self_employed,high,39497074,544254,391533,152721,577000,26,0.0842,51710975,0,1
36,employee,high,9077250,1910118,976277,933841,391000,27,0.074,38059069,0,1
36,professional,medium,0,2660316,1612665,1047651,1646000,33,0.0435,36654884,0,1
31,self_employed,high,7671347,0,4602808,-4602808,560000,34,0.0727,0,560000,0
38,freelancer,medium,16060489,0,3499307,-3499307,570000,20,0.0369,0,570000,0
24,student,medium,0,2188498,2213149,-24651,10000,93,0.054,0,10000,0
31,employee,medium,7713934,4821765,2197304,2624461,1940000,60,0.0528,189798995,0,1
19,student,medium,3503072,0,2101843,-2101843,1869000,34,0.0442,0,1869000,0
21,student,low,5208722,0,0,0,10000,23,0.0281,5496601,0,1
